"# 文本key","文本value"
"string","string"
"fce2f340c78102b1a5c7fc24b5306acc","(Fuck Black Swarm in the same room, black bird falls into Longyan. The crow wakes up to eat, and ask the rock Black Crow Ridge.)"
"f5d0d06275d5a925662214e89a9c51aa","It seems to be telling me something"
"4b01fb957d604e9d8f51da0fe71e42c8","Black birds, black birds go, black bird's voice urges the head, and you have known our existence, do you want to join us?"
"3fedd0eb605aacffb5dea3d7b04e732d","Yes, I want to be a black bird!"
"129433820db56bd69724f00942f58547","Very good, then you are a member of us now, and become a person who will always hide in the dark!"
"a567268bff00afebab2701b97a726d0c","……"
"48919d906706f5c8fd8a10b33a6d4f2c","I don't want to be a person hiding in the dark ..."
"5666986a3d04831b09b04b839cd0890a","Okay, then you can collect this cloth. When you think clearly, at night, as long as you wave the cloth strip at a high place, you can find us again!"
"2987b6ddbe9d17f663d13d72c212b2ae","Black birds, black birds go, black bird's voice urges the heads, your will seem to be looking for each other?"
"b430268c749902c1ee71ebd939d3544e","Submit the assassination order"
"e0d0fa7410004cc1177f99ced54ad45d","I have reported to the organization and organize myself to judge your credit!"
"f46a528d5507be3ab7bb808b3b8955fd","There is a labor"
"95c0f660489b24bd13f36a2b94b3ec81","Promote to Yin Different"
"e87e3907020a1d2e92c02b7342319b15","Paying 1,000 blood money, I will report to the organization and I will improve your status!"
"413c5417fc2fbd9fe632271c04427b31","Pay blood money"
"b57caf6bd4cf123fe51206fc456551e6","I don't have so much blood money"
"2987ba537f0fdd3701b54217b2566332","Promoted to the general judgment"
"2fd97a7fd2cb3efdd235c5a868538a8e","Paying 3,000 blood money, I will report to the organization and I will improve your status!"
"3e58229b913929634f708742b40a275c","Promote to Yan Luo"
"98af8d52c4f85edd76461928fe4b12ef","I want to be the monarch!"
"d1e3c49712fad7b23a034583f6cef18b","There is only one person in the past, hearing that if he can find out and kill him, it can be replaced! Check out the roster, maybe you can find something ... Okay, I can only say this ..."
"9f2b763a8e0deae81186a8fe3f2b439b","I know ..."
"434596c8bffd10b6f1dab7dc6271b878","Nothing to disturb"
"d290ded60675f7474bbdb81739805208","The black bird's night hoof changes, and the rivers and lakes are distant! The means of you are really impressive. There are not many people who can make people distant and far away on this rivers and lakes, but you ...did. "
"6a7c34c183135c8f88960b5b3a0a82f7","(Indifferent sound, praise with meaning)"
"a43ee883e4afa86c31ac1353bde619db","I don't need someone to evaluate me!"
"5eac0e481399c61dfffa9dcdcc1cd41c","Evaluation? No. I wait for the people in the same way. Black birds do in the rivers and lakes."
"7630ae60aa7756349cc7c3ab2d7cf45a","(Smile, reveal a dangerous atmosphere that is not easy to detect)"
"5f72bcdf5722c4dcf3429f8875974b2e","Do you plan to recruit me as a black bird?"
"895cf4c87f2a9626e59ec16b00011da6","Recruit you as a companion, no, we accept you as the blade! Join us, become our sharp blade, you will be invincible!"
"e5d31be944dd52aa564e51996809987f","(Positive color, look like a knife)"
"f1e03d91b3b1ca70864591c10542f3e0","Blade? I am not a tool to wield people!"
"d33527900699e44e85e51af4c87de027","Of course, you are the owner of his own destiny, and black birds have never been forced."
"51859dc2a0a153c59e7d7e6343493439","(No moving, full of confidence)"
"0a7815f4bc15ac11b6cc26a860be47e8","So make me black bird!"
"04ae880b84c9f9a7a607cad251c617a5","So you are a member of us, the Black Black Ghost Soldier, this is your hidden identity, and again, our sharp blade!"
"13573a5f3a233932d408067143fee80b","Thank you! I will consider it yourself!"
"ae2263a04cf0e61509e45661c7b68e64","After today, if you are interested, the rivers and lakes night, the black bird calls, a touch of red silk to meet, you will know how to find us."
"aadf315ecd946f6ac01751a8baa2dd37","Yan Luo was splashed with anger, and looked at himself at a high level. The blade referred to the words of nothing, and I saw the way of life and death tonight."
"08f35ee92d069a6a70104b49c9737000","The glory is dangerous in one way, and the sentence is rising step by step."
"a4c255106bb2df50fb082baf1cfd46bd","The moon and the wind are high in the cold night, and the ghosts and gods are ghost."
"f183c4daa1e6d8fc9549aa3a41f04be0","You guys ... are you going to usurp the throne?"
"4135789c636074f45a85fc664c8e6b64","The sword light is cold and the shadow dances long, and the yin is used to paint the blood trace."
"a276f14fa3293029fe3c1adb2e0599cc","Yan Luo challenged the cause, and the power was changed like a dream. Who is the main Fengyun and the story of the Ming Dynasty today!"
"7f39483716d72fb87e44453e24af1ea1","Although the judgment is low, I turn over to become a dragon. The gold seat is waiting for the hero, and I will win the sky with the decisive battle tonight!"
"67df5d82f1e89dca5f8fe71429e158c6","Then come!"
"400dc8e49b17935451ac9ea01327b899","Rumors of rivers and lakes, the fate of black birds, no one can escape. You will go to this point today, and it is doomed. Although I have no heart and righteousness, there is a set of rules. Today, let your will see it. What is true insidious and cunning. "
"5f7183c14ecab127104a05f2076b2e47","Damn, pull the sword!"
"eb95a181c9b54a3038e8e481b83c2bbf","The preview of the black bird is an ultimatum on the rivers and lakes. I have always been ruthless. Since I take this business, there will be a death. Pick up the sword! See my iron blood sword method, how to harvest your life!"
"b87cfbf4a568e1420f5f953a474b9d82","Life and death, life and death, wealth is in heaven. The preview of black birds is the end of your fate. I walk rivers and lakes, never mercy. The so -called extinction human nature is just the sorrow of the weak. It is a century -old practice, turn it into a bubble, let's come! "
"3c30d99253e3a32ef6538f7b8d86fc21","(The handwriting on the biography of Feige is like a ghost portrayal, each word is cold with the 冽)\\nPro -enlightenment:\\n\\nThe name of the Ru has entered the Black Book, the preview of death, non -Wu waiting for children.\\nAfter the evening, when the wind rises, Ru will face the trial of fate.\\nDo not ask for a fear, do not want to escape, but know that the world is impermanent, and life and death are fate.\\nAs soon as this letter arrived, I knew it, and the sword was tense and was ready to face it.\\nIf you can break the game, you will get the day to get the day! If the fate is too good, I just want to be benevolent.\\n\\nEight -sided black bird\\n(At the end of the letter, the pattern of Black Town is faintly visible, it seems to indicate the ominous sign)"
"d0b594659d88036797ffed25fdb8a05d","Black Small letter"
"e71615626dcb5d3c4e10943978b26aca","(The handwriting of the biography of Flying Pigeon is trembling, as if you can feel fear and anxiety)\\n\\nYu Wenru's body was a black bird's death, and this matter was not small, he might have affected the pond fish.\\nYu Qing was meager, cowardly, difficult to support, and more frightened.\\nThinking again and again, Yu decided to break the bronze mirror, and since then the water surface no longer meets.\\nYu Pingyong is difficult to match the heroes of Ru.\\nMay you escape this robbery, and will be in the future and will not be disturbed.\\nWhere there is no grasses in the world, why bother to love a flower alone. May Ruzhen take a serious, after this, each of them is well.\\n\\n{0}\\n（This tribute letter is getting more and more messy, and it seems to be in a hurry.）"
"7c50d8c90f1bb8eba6dd218a7923a4de","Master, you've been quite busy, and I've noticed you've lost weight. Here are 1,500 coins. Please accept."
"70b95d14a8613261e4b32dd311e1cd02","I've never liked sycophants like you."
"8dbafcccb901eac852d36c577f58085c","After a rebuke, the person attempting to flatter left in embarrassment."
"8ddf69050fba362d726371207b4264b3","Today, I've upheld the sect's standards!"
"d6dec57f75cb610a80788ee361088ac2","Then I shall gratefully accept it."
"e75a018818dabd1fc70a371308a7b39e","Master, as an outdoor disciple, my influence is limited. I was wondering if..."
"bb3e921a9613429019fbb16ef2f0e54b","I'll promote you to an Indoor Disciple!"
"388daac430e6f2d24f2a9f112414ced7","Thank you, Master! Thank you, Master!"
"750f5450b2ee2d529d7abf4f13f37b3e","You accepted the gift and promoted them to an Indoor Disciple."
"7c574795e040f538aefc95ebb915c43f","Promote them to an Elder!"
"0aa47639a1eca70174a2c42fae14656c","(Excited) Thank you, Master! Thank you, Master! Master, I'll respect your authority. Please accept this money too."
"f42e8df4359d01c9655a9b82004bf1b6","That's inappropriate."
"709311b777af5b0b4cd068e53fdd719e","It's all funds for the sect's management, not a bribe."
"9a4c4240da6f57a9b1e6b232430bf2d8","You accepted the gift, promoted them to Elder, and received more money."
"f6df42cbf35f11354769afcc2fd38446","In that case, I'll accept it."
"30db3ab78c02f8a286e8e1956e61cc1c","Dodge the issue."
"c74ac33fc527466590afd35106670ba5","Master, what about the money you received earlier if you're not promoting me?"
"7de7dba15d95dff0985c09b1c6deee50","Money? What money? Did you give me money?"
"d009c76e35c33168f87cf1e8f361b13e","How could you not admit it?"
"f4dd7d07fb0377a05f6015643c36d3c8","You accepted the gift but took no action, and they expressed their dislike for you."
"cb0972864d559b3f66e62cb4aa7febc9","Drive him away."
"a3b45ba95ff5aecc61431aaee76290ad","Congratulations! Our Master learned of your sect's establishment and sent me with some gifts as a gesture of congratulations."
"76473b0a90fc013e7546fee60e7d5ce6","Please convey my gratitude to your Master."
"c3d98c8bfc3b9ba4d41ff012857df71b","Certainly. The Great Wilds are perilous, and trustworthy allies can make a significant difference. Our Master welcomes your visit to our sect anytime."
"d2768f578c13937093e0a68eb0f5bc03","Once I've tended to the sect's affairs, I'll make sure to pay a visit."
"0e409007ed8067f80eb43d080905605d","Nice to hear that. I'll take my leave then."
"6cbf73ecce2d17ca980eab0f1a87c3af","I appreciate it, but I can't accept these gifts."
"1a7f4619b229cd11b7783496455eb0e9","Our Master sends these gifts with sincere intentions, there's no need for excessive modesty."
"e42c4cda3daebcc38af8e573af37ee8e","In that case, I'll accept them with gratitude."
"2590d93ee4acd932f11e780850425ee8","I don't accept rewards without merit."
"b2897de712cf36b7077c6f123807344c","You carry yourself nobly, no wonder our Master holds you in high regard. Our Master said if money doesn't interest you, take this as a gift."
"c3e3da847c702f4e17d136b023772ae1","The person then presented a small box to you with respect."
"8fb40183d1c2eb6f515c5ee5e8423904","What's inside?"
"91cebf44ed9625a7fba4f63301a25148","Upon opening the box, you were surprised to find three Millennium Ganoderma."
"e5a047297f807b08c23b1b5d6a57f4e1","These are too valuable..."
"fa95fa917bc229a57f8655f4702bad13","You're a true gentleman, and our Master greatly admires you. Please don't refuse."
"88804c4d32d97db8d11b1f00ab78a693","In that case, I'll accept them humbly."
"c8342eeb4b96b646a951067fe27d58ff","We don't welcome you here. Please leave."
"ba531528ed0ed35d196c258ca8303b75","In that case, I won't bother you any longer. Bye."
"234ea1380964e998fc5c62dc0756bb64","Though there's an air of tension, the person before you has excellent emotional control, making it hard to read."
"5327d65580951e00511a4117a41107b3","We had some disagreements in the past, but now I'd like to bury the hatchet. What do you think?"
"717cb63139de89d6564cd7ff0553e8ab","Sounds good! (Resolve conflicts)"
"473edbdcc5866913cdde73dbd1014d2d","It's wise to resolve old grudges. I'm glad you agreed."
"4a87db9b136e01da718625435b7d79bc","This is rather complex. (Ask for compensation)"
"7ecec05f6e2ea983eb7b0477f67ce11c","I understand it's tough. Here's 1,000 coins. Can we make amends?"
"29b727e2f2176df9a785d6de4e79eddc","Ask for 3,000 coins."
"a7bb72422eae5f4b8696de12c11e128d","Alright, 3,000 it is. Take this money, and let's settle our grievances."
"8e66600e5ddc3dd34c97b36e9d6a18f3","Humph! You're really fixated on money. Bye!"
"f2484fe607d9c28b127353647e86b9bc","Next time we meet, the terms may not be as favorable."
"f53f08c5a1490a8b86b2ba0f41eb3b57","I won't forget the past. (Refuse to resolve)"
"f038ec5613ab4ffb344bc529803a1961","Since you're refusing reconciliation, I suggest you watch your step. Bye."
"af40fb17b580576759708b144d413497","Next time we meet, the things may be more severe."
"6caaefa036572cfd94c08c4860b44ec7","Young hero, I see incredible potential in you! I have a few secret Kungfu manuals with me. Interested?"
"5c0b38ae0eeb8e50c562f438ed16a098","Where did this beggar come from? Go away!"
"91e348092ecf030b1877d052e670a056","Tsk, take it or leave it, no need to be rude."
"8d6eea5a1350601e740c87c75013df37","Oh? Let me take a look."
"67d88a95bf2cf0744c6cf5ca596dd820","Please have a look. This is the Buddha's Palm, this is the Primordial Kick, and this is the Invincible Fist! Which one catches your eye?"
"980b517e92a77df86f6289f94c7336b3","He must be a swindler. Just leave."
"eea93a7c6c6fc18adf08f1392408bf43","Hey, don't go! I can give you a discount! Come back!"
"c41a7b04ac72f2759d52caabeaad5342","Let me think for a moment."
"4887845ebada7d49c1671a58477507d7","I'll take the Buddha's Palm."
"ce1cdd9dde715e3a1a341fc52e12de4a","You have a keen eye! Legend has it that this was the skill used by the Buddha to defeat the Monkey King! A single palm strike can make you unbeatable! Since our paths have crossed, I'll sell it to you for 1,000 coins!"
"66ac96051dec7049c9abf5f0d2d35698","Okay! If I learn the Buddha's Palm, I'll become unrivaled."
"583f4b184b3ef9c7b1a8e3cc233f1379","Alright, I wish you success in mastering this skill! I'll take my leave now."
"6919183800464905b0b6740636e75eec","The beggar hands you a cloth bundle and hurries away."
"93d0a13fd5545ec148cb19d5dc25481e","(Open the bundle) Slapstick Palm? That beggar tricked me!"
"22c4461d73c011fdf27c043a87a1af17","Monkey King? We're not characters from 'Journey to the West'. (Refuse to purchase)"
"34bfa4800ef1e83495d65f82dcf71bae","You have a keen eye! Legend has it that this was the skill used by the Buddha to defeat the Monkey King! A single palm strike can make you unbeatable! Since our paths have crossed, I'll sell it to you for 2,000 coins!"
"27683c5d3396c8a2e7d96398f57e669c","(Open the bundle) Sky Eating Palm? !"
"e76d8a01faed145c022e185a601a331f","I came across this manual while scavenging. Today, upon meeting a renowned hero like you, I must give it to you as a gift."
"3eadaf6ba6a91b5a1d904c0166fd6688","Isn't that a bit inappropriate?"
"8482f20338cbf3a1bab1c09bd58fdc1f","Righteous heroes like you are rare. I may be a beggar, but I know the martial world's code. You take the manual, and I'll go."
"944599b526ed8dbab942235e593798ea","If I ever meet him again, I must repay him."
"920d9c0c542304e736c23daf406248a7","You open the cloth bundle to find a manual for the Sky Eating Palm."
"de1a9ffca1b9f3be059cf29f1644fac4","When you walk the righteous path, you'll find many allies. Those who understand that are never alone."
"d3852ccbe869ac592c0f19e21ef6c341","The Primordial Kick sounds promising!"
"19b53e4ef460c50acf63e9a02130e84b","You have a keen eye! Legend has it that the Primordial Kick was created by Pangu during the separation of heaven and earth. Since our paths have crossed, I'll sell it to you for 1,000 coins!"
"244ae7724f8a44bbef44148d6ab0d61b","Good! If I learn the Primordial Kick, I'll become unrivaled."
"7b5ed092c48d8ec16a9a0e60cb72bf40","(Open the bundle) Tickle-toe Kick? That beggar tricked me!"
"8f261a38cd35c42b9d275a556818feb2","Go away! How can something like this actually exist? (Refuse to purchase)"
"09d09cf74cb40d7d17bf40d2f8aa6c44","You have a keen eye! Legend has it that the Primordial Kick was created by Pangu to shatter obstacles when separating heaven and earth. Since our paths have crossed, I'll sell it to you for 2,000 coins!"
"fb089241b9115b2cbcad34ad29e325ff","(Open the bundle) Transformations Leg? !"
"02dd5387980bcb9768170c6f4beb0679","You open the cloth bundle to find a manual for the Transformations Leg."
"0740d55c44dab1cd7f950df12584af7b","Power comes from within the fist! I want the Invincible Fist!"
"aaff7b27d60437b80088151d49295376","You have a keen eye! Rumor has it that this Invincible Fist was created by the Unrivaled War God, who defeated all challengers using it. Since our paths have crossed, I'll sell it to you for 1,000 coins!"
"c1f23f085a5b00443f4d73db5b8c0d42","Good! If I learn the Invincible Fist, I'll become unrivaled."
"1f37a66219ab862a0350ef5d22aab1f2","(Open the bundle) Ground Pounding Fist? That beggar tricked me!"
"b9be0587f468f9b356fd847693592886","The Unrivaled War God? That's a ridiculous name. Get lost. (Refuse to purchase)"
"1f13abda1babdc32ecd0bd78b4bcb767","You have a keen eye! Rumor has it that this Invincible Fist was created by the Unrivaled War God, who defeated all challengers using it. Since our paths have crossed, I'll sell it to you for 2,000 coins!"
"4394ecf03ecc12b553bb91c70df24721","(Open the bundle) Wow! Tai Chi Fist? !"
"e93c6be4944f53d1e61f40e91ff906e5","You open the cloth bundle to find a manual for the Tai Chi Fist."
"3f7118f77ad2e415eebe4830cf81da2f","Go away, you're obviously a scammer. (Refuse to purchase)"
"1f0ff137ad2ca9d5fc7810824ccc83a8","Give him five coins and tell him to leave."
"42c45402d0cb4dd24b86d4348ec46bf3","Great hero, your kindness will surely bring you a prosperous future! Thank you so much!"
"948c06e93b50c849ff41401828577a82","The world can be filled with wrongdoing, but you can choose to do what is right. Though you've strayed, your wrongs aren't severe. Why not abandon your infamy and devote your life to goodness?"
"25423844e97d7ccfb0af150f03eccc59","I will genuinely repent and choose the path of righteousness. (Abandon infamy)"
"9e20438fc78ab16e69c0502d727802be","I'm glad you've chosen to embrace righteousness. We'll meet again."
"25d267f8aebc5cacb78c3b5bca77168b","Your decision greatly benefits the martial world."
"0ef9aa6443ed3eead09d5cd54f05fb6a","I won't change, what can you do to me? (Show malice)"
"eedec91a7a7ea507d94518027b32346d","Wrongdoers will face their own downfall. Please reflect on your actions. I'll take my leave now."
"a84126eb92d8ba62de247932b5d99dd3","Until our paths cross again"
"613079ec73cf82e41d1e7b916be35839","Take action to attack."
"d699837b5f61ffad234fc68b73a328de","Huh? A sneak attack!"
"07689236628b48358e345360611a0280","I'm uncertain, please grant me some time to think. (Choose to stay the same)"
"fdccc12dec7586765b7ab6a23e3d8195","I hope you'll reconsider and choose the path of goodness soon. Farewell."
"4c48a4735898f4f14413bdaac819bb64","In this dangerous world, it's important for us to stick together and help one another."
"4532404d8039531c79ce7cfcd73354b4","Exactly. (Accept the goodwill)"
"5476d88ef1a356247c2f181498f4aeec","Injuries are common on our journeys. Keep these medicines, they might help."
"99dc92a9959c70eb739ef4ebd79e944b","Accept."
"26288a83f099d9a82aad7a9b6f210b78","I am accustomed to traveling alone. (Decline the goodwill)"
"f07223a42296c7fc9fc61892135c2d52","Well, then take care of yourself. Farewell."
"80be084c4d4055cf53d0a3ee4a4f27ce","It's been a while, I hope you've been doing well. Yes, it's been so long, and I couldn't resist the urge to see you."
"50af276e8e104dcf344cd08c597069fa","I'm so happy you care about me. (Express delight)"
"7b237c0bb12c1bcaf996d98fcb7dcd96","It's great to see you're doing fine. I've made these foods myself. You can have them when you're hungry. Whenever you enjoy them, think of me."
"93cfa15bd5aa130ec1e9532b7a4505d6","Just be cautious not to lose them. I've got some matters to attend to at home, so I'll head back for now. If you ever have the time, come back home. I'll always be there."
"b5fc500248336953bab6672d805b979b","As long as you are with me, what more do I need?"
"1757a45b43a17a80aad4c6f0b6114075","If you have nothing to do, I'll be fine. Before I came to see you, I saw that the plums on the branches were pleasing, so I picked some just right for you. When you wander in the Jianghu, it's inevitable to live in the open air. These plums are sour, sweet, and delicious, which can relieve the taste. Soaking in wine can also warm your body."
"b93b0797d684d1c5b2dc2dc6acf22743","You are so considerate."
"679fffc958be97dfb7a99b3697740ef7","You're a goofball! No need for such words. If you ever have the time, visit home more often. I've got other things to attend to at home, so I'll head back for now. But don't forget to visit home regularly."
"d1637830ee2344019859270972c6e216","You're on your own out there, and I always worry about you. I brought you some homemade wine. It's refreshing and aids digestion. Give it a try."
"cafe6d3ac4ddf50cbfc24886d5d5ba65","I'll keep it and enjoy it later."
"4ed4392e6b5d3883c078b7503b724fb5","Well, when you finish it, I'll bring you more. I didn't bring too much, fearing you might not like it. Since you like it, that's great. I'll head back for now. If you find yourself with free time, visit home more often."
"3abf8923144577549c8f27490a8bb072","I've been feeling a bit weighed down. (Express grievance)"
"04daaa4f606ad62cfcca0f704a0f1622","When I see you upset, it pains me too. Life can be tough, and things don't always go our way. We shouldn't keep secrets from each other. If something's bothering you, just talk to me."
"6c7bc43aea0f8d8947584f4baccd6410","It's a long story."
"1227cdaf021072108cffd84bd7df8e97","How about we find a quiet place to live away from all the chaos? That way, you won't have to suffer any more."
"43b8ffd7d645c767582d0eefd2c0afaf","Your comforting words are already helping."
"5a285f0560852f05069f2096534340fd","When you feel better, I'll be happier too. I've got other things to attend to at home, so I'll head back for now. Take this, you'll need money on your journey. If you find yourself with free time, visit home more often."
"73ae09bdfaa996d90854cddaaafd8568","I'm feeling a bit down. (Express sadness)"
"d87256d233b8800787f25d5c0dabfe70","This world is filled with complexities and troubles beyond our control. But I believe in your choices and trust everything you do. I will stand by you, supporting you silently."
"0851fa2130d0d86b8668cd5a27b4f138","As long as you are with me, what more do I need?"
"82ed1da1d6e2e113deb28f4d6bc7b22e","It's been a while since we last met. I hope you've been doing well? Yes, it's been so long, and I couldn't resist the urge to see you."
"30462d34e875b5549661ec1580d2a9ff","As long as you're safe, that's all that matters. I made these myself. My cooking skills aren't great, but I hope you won't mind."
"6f7ec48f034cbab79c584bb9447114de","I could never be upset. You've touched my heart."
"bd290749df80aa705a226c0ec0744a38","I'm new to cooking, so please forgive me if it's not perfect. If you ever have the time, come back home. I'll always be there. You can always confide in me."
"f2654d6b92e12ebe7799e3c063982eef","Having you with me makes me happy."
"c510a462e9af0264ebec8ef651ea94b2","I wish I had the power to shield you from any hardships. Who's causing you distress? Let me know, and I'll stand up for you."
"e62bae033712ceaa13abd48b11a40b67","Simply seeing you makes me feel better."
"bf1b6563fc537416594249a1f5604165","If things get too troublesome, maybe we can find a peaceful place to live a simpler life."
"33158e8ad5aa329ed3db8f97bda51d91","If I ever get tired of all this fighting, a different kind of life wouldn't be so bad."
"57fc003830df6f60b6bd0ec5b12098ad","It's getting late. I'm heading home for now. If you ever find the time, visit home more often. I'll always be here for you."
"a0df8e55c7d2fcd1ef9a82c9e27b89d3","Having you by my side lifts my spirits."
"9a2d57b82ed69828676d9cfc203472ba","The Sky-Heating Saber scorches opponents' meridians with the Chi of the Sun, creating unbearable heat. It's truly unrivaled! And commands respect worldwide."
"8fb07d3f535ebacfeb662a55527ffe09","The Snow-melting Sword awakens frigid energy within opponents, defeating them with grace and elegance. With a single sword stroke, it stands unmatched!"
"9c6653e1e46054746f465ecda05b9cdb","..."
"aa68bd9ef96507e02c17e477e94d3a39","The Sky-Heating Saber stands supreme!"
"d9db9148f8c658849e8b070544e4bf66","Nonsense! The Snow-melting Sword is the true champion!"
"54c4f2586afeba11d8338f049c2723e9","You were just passing by, but these two are focused on you."
"05206f6a267bdc5a097137474f91e4f0","What are you arguing about?"
"8b63ce9e0337321e23e77b834e26a4c4","Come on, share your thoughts. He doesn't believe the Sky-Heating Saber is invincible. How absurd!"
"348f1e1122ef04c797e1edf514554f1c","He's talking nonsense. Help me make him see that the Snow-melting Sword is the best."
"ae68a0eaec624aa1e8ac221e1d9bd26c","These two are in a heated debate, and they want you to be the judge."
"3b5f74b344b71aeab730c7102de9775b","The Snow-melting Sword, agile and swift, is undoubtedly unparalleled."
"ae77ac062da5aadacf0de0ecfacf59ac","Pah! You are clueless!"
"8234afc57466494ee321aa0398ec2bec","Hahaha, indeed, our Snow-melting Sword is the best!"
"ab872acb5cc61cc8c189a255d45ca670","The frigid strike conquers all foes, living up to its name."
"82cd0c5ef813c5ba0b05b18200934b50","Since you're interested, you might want to visit Mount Beimang. I have other matters to attend to. Goodbye."
"396fde950b777e086574b4c669edcefd","Oh? You're already familiar with the sect at Mount Beimang. No wonder you agree with me."
"b71be2099d8b3b3a9bb685043aa8bdbe","Indeed."
"67ddb80b376c398bbfbb4a0adcf28758","I don't have much, but these potions. Since we've connected today, they're yours. I have other matters to attend to. Goodbye."
"d586db51cb0539965eec63da72ff3032","The Sky-Heating Saber, mighty and forceful, reigns supreme."
"343c202c20b995cb12412f7a358166ee","Haha, I told you earlier, the Snow-melting Sword can't compare."
"8a839892455ef9286c4605d6ff61a1f7","Humph! I can't believe you actually favor the Sky-Heating Saber. You have no taste!"
"380efd4313e558d200d68775b468ef7c","The blaze saber is indeed mighty and deserving of its name."
"6c11ccd635c0dadfeff603cd75cd6208","Since you're interested, you might want to visit Rubycliff Ravine. I have other matters to attend to. Goodbye."
"78a5da18fff3de2fc88bc1efb77052d2","Oh? You're already familiar with the sect at Rubycliff Ravine. No wonder you agree with me."
"dc1e4a48398b792114b4a21e141ec03a","Prefer not to get involved."
"31e1f3b45aaf88c0f01266f9b3ed6894","There should be no distinction between superior and inferior, don't you think?"
"844b07ed328161ed25d7991a3eccc9ef","Oh? Why don't you show us some moves? If they can match the Sky-Heating Saber, I'll agree."
"46bf1e556cb476fbc17ae9ec22ce4a14","Are you suggesting there are skills as potent as the Snow-melting Sword? Are you joking?"
"8ac58fc33079ff6205ce3a59bee08fd2","Show Tai Chi Fist!"
"c6e957ac28560d9e67a987a0efbaf83b","Combines speed and finesse, using force against force. It's unpredictable."
"140e8e5c77495045f379f577d5e2e23c","Keep demonstrating other skills."
"5495d292a1f3de7bf16b0aa27d1ae891","Show Drink to The End!"
"e2e1d57aebe8a78e72cf4d8dbe6ebf15","Warriors lying drunk on the battlefield, and few return from ancient battles. Truly unique!"
"481ed487e925c3d42159e41e84da2d5b","Show Flower Rain!"
"af4e7e6123761ae156c6cf6f57703fbc","Firing numerous concealed weapons, leaving no escape. Extraordinary!"
"0fc44b6cb9840903945c9ef5b8ac6330","Show Annihilation Sword!"
"c8737a2aa07f66dd8604f97810c4068f","Ruthless and unwavering, reaching extremes and truly formidable."
"82a4afb2dbac88491d6631674948c749","Show Extreme Break Fist!"
"0729cb94233500f9fe76f5338454fd69","Defense becomes offense! It's surprisingly powerful!"
"408ac2a902a8bd7ec9c1b07aa4ee568d","Show Demon Slayer Staff!"
"6c6ce4aceae232f1ea42931e7248a1c3","Sweep away raging demons with a single staff! Its power knows no bounds, an art of sheer excellence."
"f3ee408b9fa2e8f1f98b476c2511d5b2","Show Sky Eating Palm!"
"8ed1f26fe100ea98fa5fe94bdcdf8c27","Complex yet potent, undeniably unrivaled."
"fdaf28c59b8b3598584ec8e1c4df7d6f","Show Taiyi Xuanmen Sword!"
"c356dcc63696bff67f3b58e9a36f148f","Harmonizing motion and stillness flawlessly, it's indeed a supreme skill."
"ee12137702695551f38b1e86ae421322","Show Undefeated Sword!"
"82f023c710d023fac1cbbdea4403bfa6","Moves within moves, changes within changes. This is close to a profound art, truly exceptional."
"1391a09dce3200cb26a48bbe27c27601","Show Illuminating!"
"510be708359b15566a92860a1cc1b6bc","Master the principles of energy exchange. Marvelous!"
"4cf78820ddcc1ac33628a391556e8f0e","End demonstration."
"06fa1ef7c01b5c0b0072c1f76f6fd080","So, you're just good at talking! The Sky-Heating Saber remains unmatched!"
"5a38f78ec5aa3da642662962eec6cc95","He can't make any sense. The Snow-melting Sword is genuinely incomparable!"
"595828e12372db8c32921a638441b54d","The two of them fell back into an argument. Maybe if I'd shown more skills, they'd have understood the depth of martial arts better."
"857411324ae51073706639527fe6ea91","*Sigh* It's rather annoying."
"1ef770527dc79373f73ba573f2d9ab97","Though you showed various skills to us, I still believe the Sky-Heating Saber is unmatched!"
"03244781fe0120ffde605f55bc467c38","It's evident that the Snow-melting Sword reigns supreme! Stop talking nonsense!"
"3dd3904ded131a2434539df67d158039","After you showcased some skills, these two once again got into an argument. Maybe if I'd shown more skills, they'd have understood the depth of martial arts better."
"b01dac344b7e0c1f4bc30a83c1b635cf","It turns out there are numerous skills that can rival the Sky-Heating Saber."
"4dbbcc4c141c96d0a84443ac6286c1be","I didn't realize there were many peerless skills like the Snow-melting Sword. I was too narrow-minded."
"f7401e754a86f329f1255d48aac2e61f","After your martial arts demonstrations, they realized the limitless potential of martial arts and stopped arguing."
"de35d63fa317e64d4acbbc46bf242189","I'm glad that you were able to settle your disagreement."
"a4963300dfbace1d323319a0efa0112a","If it weren't for you, we would still be stuck in the narrow debate. These potions were hard-earned by me, so please accept them."
"c8b5bea8680c340875e0c40e68db973b","If it weren't for your guidance, I might have fallen into confusion in the future. Please accept this as a token of my gratitude."
"64d3aab0991f10e2fa22d736c34a1fe1","After you showed some skills, these two seem to have realized that the depth of martial arts, and they are no longer arguing."
"9aaa4d9fe9da52357814fddd7291a6cf","In that case, I gratefully accept."
"e331db3c1b0ea330800d0d2b67a86e37","Young hero, do you know what the most delicious thing in the world is?"
"229dfc986bf2da5a86745426acd661d4","The beggar's eyes keep wandering towards the plump chicken at your side."
"b3ce5d4a47b79471d33b041858f6de97","I'm not sure."
"e23a3cfbccd0409f56f330dc51e2df75","It is chicken, but ordinary methods can't truly bring out its flavor. I see there's a chicken. How about letting me turn it into a delicious dish?"
"9adb01136885329dd851ca0b409c7031","Give him the chicken."
